module	model_id	outcome	term	estimate	std_error	p_value	ci_low	ci_high	n_obs	n_ids
leg1	doc_any_logit_cluster	doctor_visit_any_wave	Intercept	-2.1641397778591087	0.3192553701261275	1.2125308886319761e-11	-2.7898688051773233	-1.5384107505408942	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	C(interval_lag)[T.2013-2015]	-0.18102558374184333	0.05594954736477531	0.001214236270328055	-0.2906846815281208	-0.07136648595556583	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	C(interval_lag)[T.2015-2018]	-0.5233826672573209	0.05920299727148113	9.531179434223834e-19	-0.639418409686247	-0.40734692482839474	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	oop_shock_p95_lag	-0.15131345594439224	0.11194623903211044	0.17648352774304066	-0.3707240526520408	0.06809714076325626	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	log_oop_raw_lag	0.03826041865149734	0.010394107503220387	0.0002323465247522508	0.017888342293747837	0.058632495009246846	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	doctor_visit_any_lag	0.5146811527702752	0.08262768117129154	4.69663811151498e-10	0.3527338735484854	0.6766284319920649	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	adl5_lag	0.06644902625044656	0.023313309728788957	0.004368331504732881	0.02075577882159295	0.11214227367930017	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	core_disease_count_lag	0.19614987477066453	0.019207601740588134	1.7504193201589423e-24	0.15850366712972294	0.23379608241160613	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	baseline_age	-0.0007909181452866907	0.00428116902796492	0.8534302262520356	-0.009181855251826285	0.007600018961252904	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	sex	0.17415754152561946	0.05146489914825057	0.0007143637117976734	0.07328819272706223	0.2750268903241767	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	education_c	0.03860238033084165	0.015121092251001809	0.010683535748681288	0.00896558411197041	0.0682391765497129	11859	4210
leg1	doc_any_logit_cluster	doctor_visit_any_wave	residence_rural_w1	0.2004919969669462	0.053655699838809266	0.00018649614723558863	0.09532875771758845	0.30565523621630397	11859	4210
leg1	doc_count_pois_gee	doctor_visit_count_wave	Intercept	-1.81917259363278	0.36355262901746227	5.618865269142665e-07	-2.5317226529918573	-1.1066225342737026	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	C(interval_lag)[T.2013-2015]	-0.19201148842048485	0.061930935185821774	0.0019325085101332409	-0.31339389091357994	-0.07062908592738977	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	C(interval_lag)[T.2015-2018]	-0.5048741733323676	0.07473682442936926	1.424807795646292e-11	-0.6513556575328247	-0.3583926891319106	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	oop_shock_p95_lag	-0.3397409649028756	0.1266955103222733	0.007328089192340516	-0.5880596021374539	-0.09142232766829725	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	log_oop_raw_lag	0.06030755809358919	0.00848335616900336	1.1694874198434704e-12	0.043680485534316915	0.07693463065286146	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	doctor_visit_count_lag	0.06895822621657866	0.009655754552542833	9.220280203962218e-13	0.050033295050036036	0.08788315738312127	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	adl5_lag	0.06896479846543736	0.02517305396124721	0.006150879607164318	0.01962651932050949	0.11830307761036524	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	core_disease_count_lag	0.1706075355038913	0.021398634833269956	1.550897805051928e-15	0.12866698191235793	0.21254808909542466	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	baseline_age	0.0005517177296936442	0.004903657888440853	0.910417880224536	-0.009059275124156158	0.010162710583543446	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	sex	0.2545202385805767	0.0653520537393691	9.836010017261902e-05	0.1264325669356871	0.3826079102254663	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	education_c	0.037102001507345744	0.017483966750618002	0.033832819791669556	0.002834056369238662	0.07136994664545282	11706	4201
leg1	doc_count_pois_gee	doctor_visit_count_wave	residence_rural_w1	0.2544191640892362	0.06714454865548732	0.00015117814398796296	0.12281826696628376	0.3860200612121887	11706	4201
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	Intercept	0.2386155190098226	0.2818606801673406	0.3972334111436574	-0.3138212627761281	0.7910523007957733	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	C(interval_lag)[T.2013-2015]	-0.04833361669367098	0.045743883385800155	0.29068789730718514	-0.13798998064283943	0.04132274725549748	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	C(interval_lag)[T.2015-2018]	-0.008878723909128031	0.05920735655042565	0.8807963240004802	-0.12492301036778396	0.1071655625495279	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	oop_shock_p95_lag	-0.13621739258099289	0.09746558385686578	0.16223478261265467	-0.3272464266726183	0.05481164151063253	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	log_oop_raw_lag	0.008694247936252255	0.006630199592759077	0.18975300498004877	-0.004300704475867669	0.021689200348372177	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	doctor_visit_count_lag	0.019285387008256508	0.009175425177518667	0.03556623045484511	0.0013018841174778882	0.037268889899035124	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	adl5_lag	0.019896803312320067	0.01942477219928323	0.30569337556481646	-0.018175050606169956	0.057968657230810086	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	core_disease_count_lag	0.024114901558603227	0.017345307062427064	0.1644426776756388	-0.009881275584542062	0.05811107870174852	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	baseline_age	0.0033703945266978573	0.0037471020223273596	0.3684039781066608	-0.003973790483460969	0.010714579536856684	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	sex	0.11436433407607946	0.051105825350537766	0.02523446028904277	0.014198756988831357	0.21452991116332756	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	education_c	0.010753876935438665	0.012478153682091951	0.3887885829562596	-0.013702854875017422	0.03521060874589475	2214	1709
leg1	doc_count_users_pois_gee	doctor_visit_count_wave	residence_rural_w1	0.09880937263700733	0.05076231134473695	0.0515934464846206	-0.0006829293706860917	0.19830167464470075	2214	1709
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	Intercept	-3.488578864326163	0.3340577760947436	1.576780590632196e-25	-4.143320074227406	-2.8338376544249204	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	C(interval_lag)[T.2013-2015]	0.05199903058973071	0.061515163365271006	0.39794097463322153	-0.06856847410929821	0.17256653528875965	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	C(interval_lag)[T.2015-2018]	0.3082337720745271	0.0585204848020696	1.3858892775526476e-07	0.1935357295046471	0.42293181464440716	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	oop_shock_p95_lag	-0.12838128947795116	0.11019252580594693	0.2439932912043855	-0.3443546714231076	0.08759209246720531	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	log_oop_raw_lag	0.05621229752172469	0.009020760973461632	4.6217787810342464e-10	0.03853193090059542	0.07389266414285398	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	hospital_stay_any_lag	0.6325860877096228	0.08181757314857982	1.061487629301819e-14	0.4722265910359349	0.7929455843833106	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	adl5_lag	0.035792802014555716	0.024666505283204715	0.14676063793779162	-0.01255265996499249	0.08413826399410393	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	core_disease_count_lag	0.24730404490605717	0.01988002619356386	1.5885175663252798e-35	0.2083399095549591	0.2862681802571552	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	baseline_age	0.023072370236966917	0.004411459193018628	1.694188882505978e-07	0.014426069099382275	0.03171867137455156	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	sex	-0.12431402981610287	0.05418469888957747	0.021775311759348583	-0.23051408815282218	-0.018113971479383567	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	education_c	-0.009007881846709836	0.01482160355321149	0.5433509555671852	-0.03805769100413525	0.02004192731071558	11861	4208
leg1	hosp_any_logit_cluster	hospital_stay_any_wave	residence_rural_w1	-0.1153232093922216	0.055054168152449526	0.036195660400477156	-0.22322739616983472	-0.0074190226146084864	11861	4208
leg1	any_contact_logit_cluster	any_contact_wave	Intercept	-2.3299345389325925	0.2837967903119741	2.2142950708940645e-16	-2.8861660268721274	-1.7737030509930576	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	C(interval_lag)[T.2013-2015]	-0.02760636049063486	0.049005499676619366	0.5732089103471583	-0.12365537490119809	0.06844265391992836	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	C(interval_lag)[T.2015-2018]	-0.07642602296486563	0.048734844971941964	0.11683427733542111	-0.17194456390201482	0.019092517972283563	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	oop_shock_p95_lag	-0.06367812810426564	0.10880610808736968	0.5583836249956168	-0.2769341812534825	0.14957792504495127	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	log_oop_raw_lag	0.027534588401428906	0.01766791217645427	0.11912620064156462	-0.007093883146438138	0.062163059949295954	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	any_contact_lag	0.5627776414434812	0.12972578725560613	1.4364820018515117e-05	0.308519770556388	0.8170355123305744	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	adl5_lag	0.06462542141620055	0.021123421511253675	0.002217658962449703	0.02322427602388471	0.10602656680851638	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	core_disease_count_lag	0.251751048596007	0.017395648317384042	1.8191264286347707e-47	0.21765620440620947	0.2858458927858045	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	baseline_age	0.013617237054670548	0.0037814042755106776	0.0003168665283855818	0.006205820863683845	0.021028653245657253	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	sex	0.015352180610810194	0.04494657620247738	0.7326782251603348	-0.07274148997443053	0.10344585119605093	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	education_c	0.018687176246492104	0.01268994808302597	0.14085980291492062	-0.006184664961921896	0.043559017454906104	11871	4210
leg1	any_contact_logit_cluster	any_contact_wave	residence_rural_w1	0.05098850265332466	0.046004465574805295	0.2677158204912188	-0.039178593001306466	0.1411555983079558	11871	4210
leg1	out_forg_cost_logit_cluster	outpatient_forgone_cost_raw	Intercept	-1.645015125463004	1.6876211339527902	0.3296823954566952	-4.952691767559119	1.6626615166331111	462	431
leg1	out_forg_cost_logit_cluster	outpatient_forgone_cost_raw	C(interval_lag)[T.2013-2015]	0.16610097984401528	0.27245776534238286	0.5421007271276235	-0.36790642753532043	0.700108387223351	462	431
leg1	out_forg_cost_logit_cluster	outpatient_forgone_cost_raw	oop_shock_p95_lag	1.049916193397262	0.7565966850945925	0.1652336610433386	-0.432986060210532	2.532818447005056	462	431
leg1	out_forg_cost_logit_cluster	outpatient_forgone_cost_raw	log_oop_raw_lag	-0.03651179111596422	0.04555724723699905	0.4228720006841721	-0.12580235493526923	0.0527787727033408	462	431
leg1	out_forg_cost_logit_cluster	outpatient_forgone_cost_raw	adl5_lag	0.10576821425040978	0.12585942841113032	0.4007021828312607	-0.1409117325502029	0.35244816105102245	462	431
leg1	out_forg_cost_logit_cluster	outpatient_forgone_cost_raw	core_disease_count_lag	0.09825616665397928	0.11273887358313105	0.3834606882135504	-0.1227079652265717	0.31922029853453027	462	431
leg1	out_forg_cost_logit_cluster	outpatient_forgone_cost_raw	baseline_age	0.001265650382502613	0.02372196300617212	0.9574502328966866	-0.045228542752186254	0.04775984351719148	462	431
leg1	out_forg_cost_logit_cluster	outpatient_forgone_cost_raw	sex	0.01169110486214571	0.3059780880455966	0.9695210761937877	-0.5880149277656492	0.6113971374899407	462	431
leg1	out_forg_cost_logit_cluster	outpatient_forgone_cost_raw	education_c	-0.31919467489398146	0.08549026351758096	0.00018869005279882126	-0.4867525124172787	-0.15163683737068426	462	431
leg1	out_forg_cost_logit_cluster	outpatient_forgone_cost_raw	residence_rural_w1	0.512756372607607	0.3033591147542054	0.09097784877356424	-0.08181656669258897	1.107329311907803	462	431
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	Intercept	-2.916840076753264	0.879742321263989	0.0009145910045725435	-4.641103342106348	-1.1925768114001796	4104	2208
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	C(interval_lag)[T.2013-2015]	-0.1889462812651417	0.13287223158518358	0.15502195136688324	-0.4493710697175669	0.07147850718728352	4104	2208
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	oop_shock_p95_lag	-0.4063895867766696	0.2813910809881199	0.14867814028260593	-0.9579059710841781	0.1451267975308389	4104	2208
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	log_oop_raw_lag	0.052955904887467056	0.02013493719801119	0.00853721448922383	0.013492153148389294	0.09241965662654482	4104	2208
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	inpatient_need_but_no_lag	1.0841647672280783	0.2013717723690146	7.289045314552423e-08	0.6894833458818117	1.478846188574345	4104	2208
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	adl5_lag	0.15054008143164588	0.05964644522573738	0.011606969309394425	0.03363519698335957	0.26744496587993216	4104	2208
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	core_disease_count_lag	0.3072615402242479	0.05223171417827183	4.037189198905436e-09	0.204889261584045	0.4096338188644508	4104	2208
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	baseline_age	-0.01083674310265586	0.012190920297926374	0.37404650661926486	-0.03473050782498986	0.013057021619678139	4104	2208
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	sex	0.17218268877358872	0.14350193248501086	0.2301924717920999	-0.109075930608931	0.45344130815610845	4104	2208
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	education_c	0.02627674649015565	0.04098534599100839	0.5214412104820165	-0.0540530555461339	0.10660654852644519	4104	2208
leg1	in_need_no_logit_cluster	inpatient_need_but_no_raw	residence_rural_w1	-0.03931870635824352	0.13624723943354947	0.7729001172374803	-0.3063583886410059	0.22772097592451884	4104	2208
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	Intercept	-1.2327746958845933	1.1451293713479775	0.2816869448321745	-3.477187021365623	1.011637629596436	4103	2207
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	C(interval_lag)[T.2013-2015]	-0.22306779865055099	0.17548198101106716	0.20366742913586056	-0.5670061613679842	0.12087056406688229	4103	2207
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	oop_shock_p95_lag	-0.4266344166264689	0.36544227278799923	0.24302997558516093	-1.1428881097194092	0.2896192764664714	4103	2207
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	log_oop_raw_lag	0.07813289458305331	0.02555633502133342	0.002233548700203671	0.028043398364400132	0.1282223908017065	4103	2207
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	inpatient_forgone_cost_lag	1.0948172973254497	0.30982024983247186	0.000409758498275847	0.48758076597260314	1.7020538286782965	4103	2207
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	adl5_lag	0.17474570086507066	0.07481061935901817	0.019499537596691676	0.028119581260260096	0.3213718204698812	4103	2207
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	core_disease_count_lag	0.27636137029683416	0.06487765361695245	2.0467282267340485e-05	0.14920350580614258	0.4035192347875257	4103	2207
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	baseline_age	-0.04100608650992604	0.01696501027063337	0.015644819295913114	-0.07425689563771956	-0.007755277382132525	4103	2207
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	sex	0.035519021136655456	0.1944992147888377	0.8550979070257549	-0.34569243487078666	0.41673047714409756	4103	2207
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	education_c	-0.08697204546435953	0.055650021000143136	0.11809037417007218	-0.19604408236353776	0.022099991434818694	4103	2207
leg1	in_forg_cost_logit_cluster	inpatient_forgone_cost_raw	residence_rural_w1	0.2246162744355945	0.1995208041718263	0.260259195975611	-0.16643731590765398	0.615669864778843	4103	2207
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	Intercept	2.6842390522262574	6.179738078380553	0.6640260974855086	-9.427825015290388	14.796303119742902	49	41
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	C(interval_lag)[T.2013-2015]	0.7709113403126513	0.9135202288636092	0.3987304152249853	-1.0195554074088102	2.561378088034113	49	41
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	oop_shock_p95_lag	-0.8134273722778836	1.7474184114450826	0.6415717563373817	-4.238304524632439	2.611449780076672	49	41
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	log_oop_raw_lag	0.19139410541519833	0.13877919834449998	0.16785567613982422	-0.08060812514336232	0.46339633597375895	49	41
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	inpatient_forgone_cost_cond_lag	1.865610665439691	1.0571006687670903	0.077591117752907	-0.2062685733770111	3.9374899042563927	49	41
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	adl5_lag	-0.1843069683276086	0.46599511752967393	0.6924645805813082	-1.097640615657279	0.7290266790020619	49	41
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	core_disease_count_lag	0.5356015022529482	0.35777955462793515	0.13438925158979934	-0.1656335392225855	1.236836543728482	49	41
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	baseline_age	-0.07613484450569644	0.07895625224000669	0.3349124872255308	-0.23088625525036952	0.07861656623897664	49	41
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	sex	-0.09674288738177252	1.0331490877614011	0.9253960512467988	-2.12167789005453	1.928192115290985	49	41
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	education_c	-0.4398659579337455	0.27613361703862566	0.11117229166447413	-0.9810779022502276	0.10134598638273662	49	41
leg1	in_forg_cost_cond_logit_cluster	inpatient_forgone_cost_cond_raw	residence_rural_w1	0.9351202458956942	0.865385618213265	0.2798830292918515	-0.7610043985412347	2.6312448903326233	49	41
leg1_burden	out_forg_cost_logit_cluster_burden	outpatient_forgone_cost_raw	Intercept	-1.4775750511834582	1.8172179346510526	0.4161622570082796	-5.0392567551597836	2.0841066527928667	340	315
leg1_burden	out_forg_cost_logit_cluster_burden	outpatient_forgone_cost_raw	C(interval_lag)[T.2013-2015]	0.2860744753561924	0.3195720009595954	0.37069085491519815	-0.3402751369920142	0.912424087704399	340	315
leg1_burden	out_forg_cost_logit_cluster_burden	outpatient_forgone_cost_raw	log_burden_ratio_raw_lag	0.028110589041582756	0.9317066044801507	0.9759306175165813	-1.7980007998976177	1.8542219779807831	340	315
leg1_burden	out_forg_cost_logit_cluster_burden	outpatient_forgone_cost_raw	adl5_lag	0.10964453685436396	0.1604148377350926	0.49428703109135097	-0.20476276769225435	0.4240518414009823	340	315
leg1_burden	out_forg_cost_logit_cluster_burden	outpatient_forgone_cost_raw	core_disease_count_lag	-0.01202817192165076	0.13477914692741558	0.9288883414809481	-0.2761904457664176	0.252134101923116	340	315
leg1_burden	out_forg_cost_logit_cluster_burden	outpatient_forgone_cost_raw	baseline_age	0.0028454022857377394	0.02617769067369414	0.9134438563817447	-0.04846192863313284	0.05415273320460831	340	315
leg1_burden	out_forg_cost_logit_cluster_burden	outpatient_forgone_cost_raw	sex	-0.02606265383991105	0.3543200214707943	0.9413630311157439	-0.7205171349241265	0.6683918272443045	340	315
leg1_burden	out_forg_cost_logit_cluster_burden	outpatient_forgone_cost_raw	education_c	-0.3441613463570733	0.1034619112709475	0.0008795836028118887	-0.5469429662198091	-0.1413797264943375	340	315
leg1_burden	out_forg_cost_logit_cluster_burden	outpatient_forgone_cost_raw	residence_rural_w1	0.35518699479036675	0.34899534567002677	0.30880089012971523	-0.3288313134949924	1.0392053030757258	340	315
leg1_burden	in_need_no_logit_cluster_burden	inpatient_need_but_no_raw	Intercept	-2.9702894632392125	1.0634279095968664	0.005220115397920319	-5.054569866203787	-0.8860090602746378	2892	1550
leg1_burden	in_need_no_logit_cluster_burden	inpatient_need_but_no_raw	C(interval_lag)[T.2013-2015]	-0.14362759464765462	0.16248275781554436	0.3767200119627462	-0.46208794807486553	0.17483275877955629	2892	1550
leg1_burden	in_need_no_logit_cluster_burden	inpatient_need_but_no_raw	log_burden_ratio_raw_lag	-0.13189764613598046	0.18282051009188657	0.4706266739648761	-0.4902192615513197	0.22642396927935873	2892	1550
leg1_burden	in_need_no_logit_cluster_burden	inpatient_need_but_no_raw	inpatient_need_but_no_lag	1.093404872130054	0.24058903022308306	5.501365196562674e-06	0.6218590378173927	1.5649507064427153	2892	1550
leg1_burden	in_need_no_logit_cluster_burden	inpatient_need_but_no_raw	adl5_lag	0.07628312437551668	0.07860497298585487	0.33181635193536774	-0.07777979168250274	0.2303460404335361	2892	1550
leg1_burden	in_need_no_logit_cluster_burden	inpatient_need_but_no_raw	core_disease_count_lag	0.3923999673182979	0.05951315241199381	4.295769069927131e-11	0.275756331984347	0.5090436026522488	2892	1550
leg1_burden	in_need_no_logit_cluster_burden	inpatient_need_but_no_raw	baseline_age	-0.010266726260202953	0.014915445982238458	0.49124595092796186	-0.03950046319874298	0.018967010678337077	2892	1550
leg1_burden	in_need_no_logit_cluster_burden	inpatient_need_but_no_raw	sex	0.20955761394258593	0.1701410244497558	0.21807234036466006	-0.12391266627168418	0.543027894156856	2892	1550
leg1_burden	in_need_no_logit_cluster_burden	inpatient_need_but_no_raw	education_c	-0.01311918560499353	0.049177753280325996	0.7896456845988221	-0.10950581087502899	0.08326743966504192	2892	1550
leg1_burden	in_need_no_logit_cluster_burden	inpatient_need_but_no_raw	residence_rural_w1	0.01939468927143395	0.16372149785010745	0.905702022734459	-0.30149355000972855	0.34028292855259645	2892	1550
leg1_burden	in_forg_cost_logit_cluster_burden	inpatient_forgone_cost_raw	Intercept	-0.5630358187921575	1.5505624185074824	0.7165173678778578	-3.6020823148481456	2.476010677263831	2892	1550
