model_id	outcome	term	estimate	std_error	p_value	ci_low	ci_high	n_obs	n_ids	r2	analysis
insurance_interaction	delta_adl_per_year	Intercept	-0.29599048048875054	0.05588115186072641	1.1785894005350487e-07	-0.4055155255503877	-0.18646543542711336	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	C(interval)[T.2013-2015]	0.0633358520990272	0.010384965047102622	1.068659235739517e-09	0.042981694625998754	0.08369000957205565	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	C(interval)[T.2015-2018]	0.05495124677420109	0.008560120228383301	1.3676935365883498e-10	0.03817371942323704	0.07172877412516514	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	oop_shock_p95_lag	0.26876894902443504	0.08415137357520569	0.0014037699723666302	0.10383528756745627	0.4337026104814138	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	insurance_public_w1	-0.022213747658948214	0.01733483928781795	0.2000352899405885	-0.056189408340861356	0.011761913022964927	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	oop_shock_p95_lag:insurance_public_w1	-0.22099670429901716	0.08700914713748287	0.011087625613610801	-0.39153149901402995	-0.0504619095840044	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	adl5_lag	-0.2386894721590076	0.008306527983117639	1.3879924141364024e-181	-0.2549699678424923	-0.22240897647552288	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	core_disease_count_lag	0.04333405963264526	0.003739122124271993	4.665662646235232e-31	0.03600551493527525	0.050662604330015265	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	baseline_age	0.0050781744016491	0.0007537811969074426	1.61763275942921e-11	0.0036007904034870176	0.006555558399811182	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	sex	0.02385657584952381	0.008536671040987055	0.005196406159924117	0.007125008061323133	0.04058814363772449	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	education_c	-0.014554195549011547	0.002231795996224894	6.970388175968585e-11	-0.01892843532245303	-0.010179955775570064	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction	delta_adl_per_year	residence_rural_w1	0.03618115426749455	0.008485797338755987	2.0104176304336347e-05	0.019549297103426976	0.05281301143156212	12253	4201	0.22349235925527522	insurance_buffer
insurance_interaction_logshock	delta_adl_per_year	Intercept	-0.31420455335107134	0.05717428238644575	3.89478126243105e-08	-0.4262640876704278	-0.2021450190317149	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	C(interval)[T.2013-2015]	0.06032134766304175	0.010453375817611564	7.903027108991228e-09	0.03983310754366114	0.08080958778242237	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	C(interval)[T.2015-2018]	0.05303070421673124	0.008666015774146043	9.39360192907704e-10	0.036045625409949	0.07001578302351348	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	log_oop_raw_lag	0.00044122749399679647	0.0014043866221985855	0.7533857892416658	-0.0023113197058822906	0.0031937746938758833	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	oop_shock_p95_lag	0.2628848638894089	0.08509183728972687	0.002005442183607526	0.09610792742320187	0.42966180035561596	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	insurance_public_w1	-0.022283950466555392	0.01733673486690973	0.19866641277946628	-0.056263326415218265	0.011695425482107485	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	oop_shock_p95_lag:insurance_public_w1	-0.2197316734256614	0.08706739112156288	0.011612812677204674	-0.3903806242517871	-0.049082722599535694	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	adl5_lag	-0.23677318634580075	0.008588225247080623	2.582809481597354e-167	-0.25360579852119636	-0.2199405741704051	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	core_disease_count_lag	0.04355117370477473	0.0038803802125267554	3.128961346738669e-29	0.035945768241900405	0.051156579167649055	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	baseline_age	0.005366344170649829	0.0007776251809174839	5.16598054862187e-12	0.0038422268225801167	0.006890461518719541	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	sex	0.023137870764047337	0.008627858081624052	0.007323531813158307	0.006227579660341355	0.04004816186775332	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	education_c	-0.014149236454928823	0.0022715608917485554	4.698391874839077e-10	-0.01860141399144568	-0.009697058918411966	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
insurance_interaction_logshock	delta_adl_per_year	residence_rural_w1	0.03448300173670318	0.008589680933322673	5.957995240668325e-05	0.01764753646870034	0.05131846700470601	11850	4199	0.2174518873797957	insurance_buffer_sensitivity_logshock
rural_interaction	delta_adl_per_year	Intercept	-0.3183880369565946	0.05416401261813152	4.146990073909262e-09	-0.4245475509463055	-0.2122285229668838	12286	4212	0.22229785291604176	heterogeneity_rural
rural_interaction	delta_adl_per_year	C(interval)[T.2013-2015]	0.06397138989233053	0.01037832238948868	7.095539629091314e-10	0.043630251788987044	0.08431252799567401	12286	4212	0.22229785291604176	heterogeneity_rural
rural_interaction	delta_adl_per_year	C(interval)[T.2015-2018]	0.05516707781459908	0.008541222333313498	1.0545234264612537e-10	0.03842658965735546	0.0719075659718427	12286	4212	0.22229785291604176	heterogeneity_rural
rural_interaction	delta_adl_per_year	oop_shock_p95_lag	0.08495728301318009	0.032672023038072304	0.009314045411290972	0.020921294556495454	0.14899327146986474	12286	4212	0.22229785291604176	heterogeneity_rural
rural_interaction	delta_adl_per_year	oop_shock_p95_lag:residence_rural_w1	-0.03199746764874056	0.04479317162020692	0.4750181583386024	-0.11979047077766779	0.05579553548018666	12286	4212	0.22229785291604176	heterogeneity_rural
rural_interaction	delta_adl_per_year	adl5_lag	-0.23858230819438164	0.008288671613649856	3.387954308187181e-182	-0.2548278060368149	-0.22233681035194844	12286	4212	0.22229785291604176	heterogeneity_rural
rural_interaction	delta_adl_per_year	core_disease_count_lag	0.04336600573210009	0.0037471169590393484	5.636384253357524e-31	0.03602179144652372	0.05071022001767646	12286	4212	0.22229785291604176	heterogeneity_rural
rural_interaction	delta_adl_per_year	baseline_age	0.005116975255124731	0.0007556116523013868	1.2704535292936506e-11	0.003636003630315211	0.006597946879934252	12286	4212	0.22229785291604176	heterogeneity_rural
rural_interaction	delta_adl_per_year	sex	0.0231343968677725	0.00854094927320825	0.006755864774559449	0.00639444389850078	0.03987434983704422	12286	4212	0.22229785291604176	heterogeneity_rural
rural_interaction	delta_adl_per_year	education_c	-0.01465754496957007	0.0022193899432480712	3.9936603391643095e-11	-0.019007469325986685	-0.010307620613153455	12286	4212	0.22229785291604176	heterogeneity_rural
rural_interaction	delta_adl_per_year	residence_rural_w1	0.03633633659410689	0.008539123155938745	2.087901245505737e-05	0.019599962748914946	0.05307271043929884	12286	4212	0.22229785291604176	heterogeneity_rural
sex_interaction	delta_adl_per_year	Intercept	-0.3151713165870812	0.054226979870457624	6.170289364826718e-09	-0.42145424412355664	-0.20888838905060575	12286	4212	0.22229514222251012	heterogeneity_sex
sex_interaction	delta_adl_per_year	C(interval)[T.2013-2015]	0.06396350019517674	0.010373489658100225	7.001506374369133e-10	0.043631834071301584	0.0842951663190519	12286	4212	0.22229514222251012	heterogeneity_sex
sex_interaction	delta_adl_per_year	C(interval)[T.2015-2018]	0.05517235716816915	0.008542867753839266	1.0588941704080609e-10	0.0384286440459556	0.0719160702903827	12286	4212	0.22229514222251012	heterogeneity_sex
sex_interaction	delta_adl_per_year	oop_shock_p95_lag	0.018850306159661028	0.06351585605230432	0.7666336293358536	-0.10563848415008585	0.1433390964694079	12286	4212	0.22229514222251012	heterogeneity_sex
sex_interaction	delta_adl_per_year	oop_shock_p95_lag:sex	0.03051629597191205	0.04416666009940261	0.48960632332706244	-0.05604876714033931	0.11708135908416341	12286	4212	0.22229514222251012	heterogeneity_sex
sex_interaction	delta_adl_per_year	adl5_lag	-0.23864760786575986	0.008292319040226348	3.8889775393986886e-182	-0.25490025453291926	-0.22239496119860047	12286	4212	0.22229514222251012	heterogeneity_sex
sex_interaction	delta_adl_per_year	core_disease_count_lag	0.04335558842613481	0.003749636197210979	6.373998647448691e-31	0.036006436524473565	0.05070474032779605	12286	4212	0.22229514222251012	heterogeneity_sex
sex_interaction	delta_adl_per_year	baseline_age	0.005122227626136142	0.0007555491956860552	1.20612545174377e-11	0.0036413784140432682	0.006603076838229016	12286	4212	0.22229514222251012	heterogeneity_sex
sex_interaction	delta_adl_per_year	sex	0.02159351220351429	0.008568313543201967	0.011730184517608893	0.0047999262505916546	0.03838709815643693	12286	4212	0.22229514222251012	heterogeneity_sex
sex_interaction	delta_adl_per_year	education_c	-0.01468194085179023	0.0022181623398766924	3.6172031276938226e-11	-0.01902945914981164	-0.010334422553768818	12286	4212	0.22229514222251012	heterogeneity_sex
sex_interaction	delta_adl_per_year	residence_rural_w1	0.034617120117870104	0.00848486842317671	4.506180791149498e-05	0.017987083594882592	0.05124715664085762	12286	4212	0.22229514222251012	heterogeneity_sex
dose_continuous_only	delta_adl_per_year	Intercept	-0.3369362908353524	0.05573676146165991	1.4928422836725004e-09	-0.4461783359151059	-0.22769424575559893	11878	4210	0.2155406817926061	dose_response
dose_continuous_only	delta_adl_per_year	C(interval)[T.2013-2015]	0.060143755330734766	0.010451339059804358	8.682359854037777e-09	0.03965950718330151	0.08062800347816802	11878	4210	0.2155406817926061	dose_response
dose_continuous_only	delta_adl_per_year	C(interval)[T.2015-2018]	0.05233023799694279	0.00865544650696586	1.4854906509804094e-09	0.035365874573176685	0.0692946014207089	11878	4210	0.2155406817926061	dose_response
dose_continuous_only	delta_adl_per_year	log_oop_raw_lag	0.00234562796542577	0.0012759151398935994	0.06600515017764638	-0.00015511975609506937	0.004846375686946609	11878	4210	0.2155406817926061	dose_response
dose_continuous_only	delta_adl_per_year	adl5_lag	-0.23611632548684242	0.008564501757518538	2.6063578999635074e-167	-0.25290244047710875	-0.21933021049657608	11878	4210	0.2155406817926061	dose_response
dose_continuous_only	delta_adl_per_year	core_disease_count_lag	0.043460810986438767	0.003894892936435159	6.51465015713243e-29	0.0358269611073864	0.05109466086549113	11878	4210	0.2155406817926061	dose_response
dose_continuous_only	delta_adl_per_year	baseline_age	0.0054087498563679896	0.000780335277061374	4.16945533012266e-12	0.0038793208174616118	0.006938178895274367	11878	4210	0.2155406817926061	dose_response
dose_continuous_only	delta_adl_per_year	sex	0.022594035226301847	0.008639374043526335	0.008916481845923986	0.005661173252020053	0.03952689720058364	11878	4210	0.2155406817926061	dose_response
dose_continuous_only	delta_adl_per_year	education_c	-0.014011178653118362	0.002260664709905599	5.72528592931975e-10	-0.018442000065654024	-0.009580357240582699	11878	4210	0.2155406817926061	dose_response
dose_continuous_only	delta_adl_per_year	residence_rural_w1	0.03238284434062786	0.008608316955515775	0.00016868883848235953	0.015510853140311455	0.049254835540944265	11878	4210	0.2155406817926061	dose_response
dose_continuous_plus_shock	delta_adl_per_year	Intercept	-0.33599741931898897	0.05569022104593447	1.6061605414221562e-09	-0.4451482468600951	-0.22684659177788286	11878	4210	0.21611777401243215	dose_response
dose_continuous_plus_shock	delta_adl_per_year	C(interval)[T.2013-2015]	0.060775116618636806	0.010442188887460528	5.8794469011970745e-09	0.04030880247944979	0.08124143075782382	11878	4210	0.21611777401243215	dose_response
dose_continuous_plus_shock	delta_adl_per_year	C(interval)[T.2015-2018]	0.05303392394778555	0.008653047835857443	8.847207112897766e-10	0.036074261833002705	0.06999358606256839	11878	4210	0.21611777401243215	dose_response
dose_continuous_plus_shock	delta_adl_per_year	log_oop_raw_lag	0.0005063528219510948	0.0014028050500538493	0.7181313151967945	-0.002243094553485358	0.0032558001973875474	11878	4210	0.21611777401243215	dose_response
dose_continuous_plus_shock	delta_adl_per_year	oop_shock_p95_lag	0.06033267319920026	0.02512301189770317	0.016328435180051955	0.011092474696530769	0.10957287170186975	11878	4210	0.21611777401243215	dose_response
dose_continuous_plus_shock	delta_adl_per_year	adl5_lag	-0.23660630333438254	0.008569791926373636	8.595175362126514e-168	-0.253402786865077	-0.21980981980368808	11878	4210	0.21611777401243215	dose_response
dose_continuous_plus_shock	delta_adl_per_year	core_disease_count_lag	0.043576907841273556	0.003888710470932568	3.8100605178816284e-29	0.03595517537194193	0.051198640310605184	11878	4210	0.21611777401243215	dose_response
dose_continuous_plus_shock	delta_adl_per_year	baseline_age	0.005413537036003908	0.0007800114916226939	3.911854873244325e-12	0.0038847426048960617	0.006942331467111753	11878	4210	0.21611777401243215	dose_response
dose_continuous_plus_shock	delta_adl_per_year	sex	0.022306694626921114	0.008633141037929963	0.009770581402560315	0.005386049119123645	0.03922734013471858	11878	4210	0.21611777401243215	dose_response
dose_continuous_plus_shock	delta_adl_per_year	education_c	-0.014235615116148856	0.0022590086129238955	2.943813039262672e-10	-0.018663190638245473	-0.009808039594052237	11878	4210	0.21611777401243215	dose_response
dose_continuous_plus_shock	delta_adl_per_year	residence_rural_w1	0.03302854013561376	0.008595417096362492	0.00012174988674270104	0.016181832194643427	0.04987524807658409	11878	4210	0.21611777401243215	dose_response
dose_shock_only	delta_adl_per_year	Intercept	-0.31721450152712327	0.05415288650178671	4.691577594598792e-09	-0.42335220872951046	-0.21107679432473608	12286	4212	0.2222482219964228	dose_response
dose_shock_only	delta_adl_per_year	C(interval)[T.2013-2015]	0.06388831204316005	0.010374639293177904	7.361185317576772e-10	0.043554392675937276	0.08422223141038282	12286	4212	0.2222482219964228	dose_response
dose_shock_only	delta_adl_per_year	C(interval)[T.2015-2018]	0.055103091213178496	0.008539621071543258	1.0991904856042129e-10	0.03836574147133437	0.07184044095502262	12286	4212	0.2222482219964228	dose_response
dose_shock_only	delta_adl_per_year	oop_shock_p95_lag	0.06566551035202971	0.022671866038407373	0.0037753897739907535	0.021229469454434463	0.11010155124962495	12286	4212	0.2222482219964228	dose_response
dose_shock_only	delta_adl_per_year	adl5_lag	-0.2385784864910231	0.008290306985830567	4.0435665595742516e-182	-0.25482718960403183	-0.22232978337801437	12286	4212	0.2222482219964228	dose_response
dose_shock_only	delta_adl_per_year	core_disease_count_lag	0.04335940665418586	0.0037485652503689276	6.0610079990228285e-31	0.036012353769764395	0.05070645953860733	12286	4212	0.2222482219964228	dose_response
dose_shock_only	delta_adl_per_year	baseline_age	0.005118233509424813	0.0007558132610785633	1.2716980087878609e-11	0.00363686673867306	0.006599600280176566	12286	4212	0.2222482219964228	dose_response
dose_shock_only	delta_adl_per_year	sex	0.023085801932273112	0.00854212233020599	0.006880282623286095	0.006343549813534008	0.03982805405101222	12286	4212	0.2222482219964228	dose_response
dose_shock_only	delta_adl_per_year	education_c	-0.014665690268383373	0.002219052969052338	3.869609994285062e-11	-0.01901495416751263	-0.010316426369254115	12286	4212	0.2222482219964228	dose_response
dose_shock_only	delta_adl_per_year	residence_rural_w1	0.034661511464980435	0.008489135105583624	4.444961853868846e-05	0.018023112398141902	0.05129991053181897	12286	4212	0.2222482219964228	dose_response
clinical_comparison	delta_adl_per_year	Intercept	-0.31721450152712327	0.05415288650178671	4.691577594598792e-09	-0.42335220872951046	-0.21107679432473608	12286	4212	0.2222482219964228	clinical_significance
clinical_comparison	delta_adl_per_year	C(interval)[T.2013-2015]	0.06388831204316005	0.010374639293177904	7.361185317576772e-10	0.043554392675937276	0.08422223141038282	12286	4212	0.2222482219964228	clinical_significance
clinical_comparison	delta_adl_per_year	C(interval)[T.2015-2018]	0.055103091213178496	0.008539621071543258	1.0991904856042129e-10	0.03836574147133437	0.07184044095502262	12286	4212	0.2222482219964228	clinical_significance
clinical_comparison	delta_adl_per_year	oop_shock_p95_lag	0.06566551035202971	0.022671866038407373	0.0037753897739907535	0.021229469454434463	0.11010155124962495	12286	4212	0.2222482219964228	clinical_significance
clinical_comparison	delta_adl_per_year	adl5_lag	-0.2385784864910231	0.008290306985830567	4.0435665595742516e-182	-0.25482718960403183	-0.22232978337801437	12286	4212	0.2222482219964228	clinical_significance
clinical_comparison	delta_adl_per_year	core_disease_count_lag	0.04335940665418586	0.0037485652503689276	6.0610079990228285e-31	0.036012353769764395	0.05070645953860733	12286	4212	0.2222482219964228	clinical_significance
clinical_comparison	delta_adl_per_year	baseline_age	0.005118233509424813	0.0007558132610785633	1.2716980087878609e-11	0.00363686673867306	0.006599600280176566	12286	4212	0.2222482219964228	clinical_significance
clinical_comparison	delta_adl_per_year	sex	0.023085801932273112	0.00854212233020599	0.006880282623286095	0.006343549813534008	0.03982805405101222	12286	4212	0.2222482219964228	clinical_significance
clinical_comparison	delta_adl_per_year	education_c	-0.014665690268383373	0.002219052969052338	3.869609994285062e-11	-0.01901495416751263	-0.010316426369254115	12286	4212	0.2222482219964228	clinical_significance
clinical_comparison	delta_adl_per_year	residence_rural_w1	0.034661511464980435	0.008489135105583624	4.444961853868846e-05	0.018023112398141902	0.05129991053181897	12286	4212	0.2222482219964228	clinical_significance
